"Run 1: Time (s)","Run 1: Conductivity (µS/cm)","Run 1: Temperature (°C)"
199,1597.19238281,81.5425304551
200,1593.60351562,81.7995996219
201,1590.08789062,81.9946234836
202,1586.49902344,82.2549882791
203,1582.91015625,82.5861915269
204,1581.73828125,82.785589907
205,1576.97753906,82.9820114427
206,1572.21679688,83.1176852202
207,1569.79980469,83.2538804712
208,1566.2109375,83.452922432
209,1562.6953125,83.6572725268
210,1561.45019531,83.7955645503
211,1559.10644531,84.0019109038
212,1556.68945312,84.2094701637
213,1553.10058594,84.4867017589
214,1553.10058594,84.6239900413
215,1551.92871094,84.8352551547
216,1548.33984375,85.0477958044
217,1545.99609375,85.1916624694
218,1541.23535156,85.3317340008
219,1534.05761719,85.6224071937
220,1531.71386719,85.8353276743
221,1529.296875,85.982463673
222,1529.296875,86.2020837517
223,1525.70800781,86.4230889984
224,1524.53613281,86.5681754843
225,1520.94726562,86.8693296404
226,1520.94726562,87.0162825393
227,1519.77539062,87.395694518
228,1518.60351562,87.6243998199
229,1515.01464844,87.774571606
230,1513.84277344,87.9301164883
231,1510.25390625,88.1623650778
232,1509.08203125,88.3148775585
233,1505.49316406,88.4728587357
234,1504.32128906,88.7861467495
235,1501.90429688,89.0241971137
236,1499.56054688,89.2638888808
237,1498.31542969,89.5052458279
238,1494.79980469,89.6637770833
239,1491.2109375,89.9079401659
240,1485.20507812,90.0733502626
241,1482.86132812,90.3204241302
242,1480.44433594,90.4827344268
243,1476.92871094,90.650917174
244,1476.92871094,90.9021595993
245,1476.92871094,90.9845944233
246,1473.33984375,91.2382795999
247,1472.16796875,91.5776976868
248,1467.33398438,91.7513014364
249,1463.81835938,91.9204814623
250,1461.40136719,92.0958204666
251,1457.8125,92.2667005635
252,1456.640625,92.443810982
253,1451.87988281,92.7084813022
254,1450.70800781,92.9751978261
255,1445.94726562,93.1505001622
256,1444.77539062,93.4206714832
257,1442.35839844,93.5149014653
258,1442.35839844,93.6929777372
259,1437.59765625,93.8775882236
260,1437.59765625,94.1535457171
261,1435.18066406,94.4260335053
262,1432.83691406,94.5230593302
263,1431.66503906,94.6146283775
264,1429.24804688,94.6146283775
265,1428.07617188,94.8042628441
266,1425.65917969,94.9891547648
267,1426.90429688,95.1808715573
268,1424.48730469,95.3678054096
269,1423.31542969,95.6560329275
270,1423.31542969,95.9466987585
271,1422.14355469,96.2398452923
272,1422.14355469,96.4386902085
273,1419.7265625,96.6326156741
274,1419.7265625,96.8337554803
275,1418.5546875,96.9317037851
276,1418.5546875,97.134609478
277,1417.30957031,97.2334216121
278,1416.13769531,97.4381249442
279,1414.96582031,97.5378165043
280,1414.96582031,97.6377986709
281,1416.13769531,97.7380731658
282,1414.96582031,97.8449370644
283,1414.96582031,97.8449370644
284,1414.96582031,97.945819988
285,1413.79394531,98.0470006063
286,1414.96582031,98.0470006063
287,1412.54882812,98.0470006063
288,1413.79394531,98.0470006063
289,1413.79394531,98.0470006063
290,1412.54882812,98.0470006063
291,1413.79394531,98.0470006063
292,1412.54882812,98.0470006063
293,1413.79394531,98.0470006063
294,1412.54882812,98.1548331934
295,1411.37695312,98.1548331934
296,1413.79394531,98.1548331934
297,1411.37695312,98.1548331934
298,1411.37695312,98.1548331934
299,1410.20507812,98.0470006063
300,1411.37695312,98.0470006063
301,1410.20507812,98.1548331934
302,1412.54882812,98.1548331934
303,1412.54882812,98.1548331934
304,1411.37695312,98.1548331934
305,1410.20507812,98.1548331934
306,1411.37695312,98.1548331934
307,1410.20507812,98.1548331934
308,1411.37695312,98.1548331934
309,1410.20507812,98.1548331934
310,1410.20507812,98.1548331934
311,1410.20507812,98.1548331934
312,1410.20507812,98.1548331934
313,1410.20507812,98.1548331934
314,1410.20507812,98.1548331934
315,1410.20507812,98.1548331934
316,1410.20507812,98.1548331934
317,1410.20507812,98.256633457
318,1409.03320312,98.1548331934
319,1410.20507812,98.1548331934
320,1410.20507812,98.1548331934
321,1410.20507812,98.1548331934
322,1410.20507812,98.1548331934
323,1410.20507812,98.0470006063
324,1409.03320312,98.1548331934
325,1410.20507812,98.1548331934
326,1410.20507812,98.1548331934
327,1410.20507812,98.0470006063
328,1409.03320312,98.0470006063
329,1410.20507812,97.945819988
330,1410.20507812,97.8449370644
331,1410.20507812,97.7380731658
332,1410.20507812,97.6377986709
333,1411.37695312,97.6377986709
334,1412.54882812,97.5378165043
335,1411.37695312,97.5378165043
336,1412.54882812,97.4381249442
337,1412.54882812,97.332519171
338,1413.79394531,97.2334216121
339,1412.54882812,97.134609478
340,1412.54882812,97.134609478
341,1413.79394531,97.134609478
342,1414.96582031,97.134609478
343,1413.79394531,97.0299324666
344,1414.96582031,96.9317037851
345,1416.13769531,96.9317037851
346,1414.96582031,96.9317037851
347,1414.96582031,96.8337554803
348,1417.30957031,96.7360859318
349,1416.13769531,96.6326156741
350,1417.30957031,96.6326156741
351,1416.13769531,96.6326156741
352,1416.13769531,96.7360859318
353,1417.30957031,96.6326156741
354,1418.5546875,96.6326156741
355,1417.30957031,96.6326156741
356,1418.5546875,96.535516002
357,1419.7265625,96.4386902085
358,1419.7265625,96.3361111415
359,1419.7265625,96.3361111415
360,1419.7265625,96.3361111415
361,1419.7265625,96.2398452923
362,1419.7265625,96.2398452923
363,1422.14355469,96.1438485675
364,1423.31542969,96.0421452207
365,1423.31542969,96.0421452207
366,1423.31542969,96.0421452207
367,1423.31542969,95.9466987585
368,1423.31542969,95.8515167857
369,1423.31542969,95.7565978142
370,1424.48730469,95.7565978142
371,1425.65917969,95.6560329275
372,1424.48730469,95.6560329275
373,1425.65917969,95.5616517479
374,1425.65917969,95.5616517479
375,1424.48730469,95.5616517479
376,1425.65917969,95.467529087
377,1425.65917969,95.3678054096
378,1428.07617188,95.2742114101
379,1428.07617188,95.2742114101
380,1428.07617188,95.1808715573
381,1428.07617188,95.0877844469
382,1426.90429688,94.8965845487
383,1426.90429688,94.8042628441
384,1429.24804688,94.6146283775
385,1429.24804688,94.6146283775
386,1428.07617188,94.5230593302
387,1428.07617188,94.5230593302
388,1429.24804688,94.4260335053
389,1429.24804688,94.3349643205
390,1429.24804688,94.3349643205
391,1429.24804688,94.3349643205
392,1431.66503906,94.3349643205
393,1431.66503906,94.3349643205
394,1431.66503906,94.2441354893
395,1432.83691406,94.2441354893
396,1432.83691406,94.1535457171
397,1432.83691406,94.1535457171
398,1432.83691406,94.1535457171
399,1432.83691406,94.0575545851
400,1432.83691406,94.0575545851
401,1431.66503906,94.0575545851
402,1432.83691406,93.8775882236
403,1434.00878906,93.6929777372
404,1435.18066406,93.6038245406
405,1436.42578125,93.5149014653
406,1436.42578125,93.4206714832
407,1435.18066406,93.3322192053
408,1437.59765625,93.243993356
409,1437.59765625,93.1505001622
410,1437.59765625,93.0627375833
411,1438.76953125,92.9751978261
412,1439.94140625,92.9751978261
413,1439.94140625,92.8824296838
414,1439.94140625,92.7084813022
415,1441.18652344,92.795345844
416,1442.35839844,92.795345844
417,1442.35839844,92.7084813022
418,1443.53027344,92.6218349253
419,1442.35839844,92.6218349253
420,1443.53027344,92.443810982
421,1444.77539062,92.3578257753
422,1442.35839844,92.3578257753
423,1442.35839844,92.3578257753
424,1443.53027344,92.2667005635
425,1442.35839844,92.2667005635
426,1444.77539062,92.2667005635
427,1444.77539062,92.2667005635
428,1444.77539062,92.2667005635
429,1447.11914062,92.1811548114
430,1448.29101562,92.1811548114
431,1448.29101562,92.0053831635
432,1448.29101562,92.0053831635
433,1449.53613281,92.0053831635
434,1450.70800781,92.0053831635
435,1451.87988281,91.9204814623
436,1453.05175781,91.8357879033
437,1451.87988281,91.6617603106
438,1453.05175781,91.6617603106
439,1453.05175781,91.5776976868
440,1454.296875,91.5776976868
441,1453.05175781,91.4938389863
442,1454.296875,91.4938389863
443,1453.05175781,91.4938389863
444,1454.296875,91.3215200957
445,1454.296875,91.2382795999
446,1455.46875,91.2382795999
447,1455.46875,91.1552389314
448,1455.46875,91.0672260657
449,1455.46875,91.0672260657
450,1457.8125,91.0672260657
451,1460.22949219,90.9845944233
452,1460.22949219,90.9845944233
453,1460.22949219,91.0672260657
454,1461.40136719,91.1552389314
455,1461.40136719,91.1552389314
456,1461.40136719,91.2382795999
457,1461.40136719,91.1552389314
458,1462.57324219,91.0672260657
459,1463.81835938,91.0672260657
460,1466.16210938,90.9845944233
461,1466.16210938,90.9845944233
462,1463.81835938,90.9845944233
463,1463.81835938,90.8147871707
464,1464.99023438,90.8147871707
465,1464.99023438,90.8147871707
466,1466.16210938,90.650917174
467,1466.16210938,90.650917174
468,1466.16210938,90.5641756045
469,1467.33398438,90.4827344268
470,1468.57910156,90.4014842444
471,1468.57910156,90.234504988
472,1469.75097656,90.234504988
473,1469.75097656,90.234504988
474,1469.75097656,90.1538339903
475,1470.92285156,90.1538339903
476,1472.16796875,90.1538339903
477,1472.16796875,90.1538339903
478,1473.33984375,90.1538339903
479,1474.51171875,90.0733502626
480,1475.68359375,89.9880404868
481,1475.68359375,89.9079401659
482,1476.92871094,89.9079401659
483,1476.92871094,89.748292236
484,1478.10058594,89.6637770833
485,1478.10058594,89.584420962
486,1476.92871094,89.584420962
487,1478.10058594,89.584420962
488,1478.10058594,89.5052458279
489,1479.27246094,89.3425150489
490,1479.27246094,89.3425150489
491,1479.27246094,89.2638888808
492,1479.27246094,89.1805430907
493,1480.44433594,89.1022821881
494,1481.68945312,89.0241971137
495,1480.44433594,89.0241971137
496,1481.68945312,88.9462870454
497,1481.68945312,88.8636984397
498,1482.86132812,88.8636984397
499,1482.86132812,88.7087675826
500,1486.45019531,88.7087675826
501,1485.20507812,88.7087675826
502,1491.2109375,88.6267403579
503,1491.2109375,88.6267403579
504,1493.5546875,88.6267403579
505,1493.5546875,88.5497145011
506,1493.5546875,88.4728587357
507,1492.3828125,88.4728587357
508,1494.79980469,88.3961722783
509,1495.97167969,88.3148775585
510,1495.97167969,88.3148775585
511,1497.14355469,88.2385378474
512,1498.31542969,88.2385378474
513,1498.31542969,88.0816135757
514,1499.56054688,88.0816135757
515,1499.56054688,88.0057827207
516,1500.73242188,87.9301164883
517,1500.73242188,87.8499006583
518,1501.90429688,87.8499006583
519,1501.90429688,87.774571606
520,1505.49316406,87.699404904
521,1505.49316406,87.699404904
522,1505.49316406,87.6243998199
523,1505.49316406,87.54488319
524,1507.83691406,87.4702091513
525,1509.08203125,87.395694518
526,1510.25390625,87.3166965837
527,1510.25390625,87.2425084774
528,1510.25390625,87.0899913113
529,1509.08203125,87.0162825393
530,1509.08203125,87.0162825393
531,1510.25390625,86.8693296404
532,1511.42578125,86.8693296404
533,1512.59765625,86.7915113932
534,1513.84277344,86.7915113932
535,1513.84277344,86.6454979834
536,1515.01464844,86.6454979834
537,1513.84277344,86.5681754843
538,1516.18652344,86.4955570805
539,1517.43164062,86.4955570805
540,1517.43164062,86.4230889984
541,1517.43164062,86.4230889984
542,1518.60351562,86.2740955296
543,1517.43164062,86.2740955296
544,1519.77539062,86.2020837517
545,1520.94726562,86.2020837517
546,1520.94726562,86.1302196607
547,1523.36425781,86.0540251711
548,1523.36425781,85.982463673
549,1524.53613281,85.9110479196
550,1525.70800781,85.8353276743
551,1525.70800781,85.7642105462
552,1525.70800781,85.6224071937
553,1528.125,85.6224071937
554,1528.125,85.5473065002
555,1529.296875,85.4767699141
556,1528.125,85.4063746949
557,1529.296875,85.3317340008
558,1529.296875,85.3317340008
559,1529.296875,85.2616284632
560,1530.46875,85.2616284632
561,1530.46875,85.1916624694
562,1531.71386719,85.1218354315
563,1532.88574219,85.0477958044
564,1531.71386719,85.0477958044
565,1532.88574219,85.0477958044
566,1534.05761719,84.9782535213
567,1532.88574219,84.9088484155
568,1534.05761719,84.9088484155
569,1535.22949219,84.8352551547
570,1537.64648438,84.8352551547
571,1537.64648438,84.7661311696
572,1540.06347656,84.7661311696
573,1540.06347656,84.6239900413
574,1542.40722656,84.5552790411
575,1542.40722656,84.5552790411
576,1542.40722656,84.4867017589
577,1543.57910156,84.4867017589
578,1543.57910156,84.4182576418
579,1543.57910156,84.3456810624
580,1545.99609375,84.2775098667
581,1545.99609375,84.2775098667
582,1547.16796875,84.2094701637
583,1547.16796875,84.0695512531
584,1547.16796875,84.0019109038
585,1547.16796875,83.9343998752
586,1549.58496094,83.8628105152
587,1548.33984375,83.7955645503
588,1548.33984375,83.6572725268
589,1548.33984375,83.6572725268
590,1549.58496094,83.5904160661
591,1551.92871094,83.5236857481
592,1551.92871094,83.452922432
593,1551.92871094,83.452922432
594,1551.92871094,83.452922432
595,1553.10058594,83.452922432
596,1555.51757812,83.452922432
597,1554.34570312,83.452922432
598,1556.68945312,83.3864506821
599,1555.51757812,83.3201035282
600,1556.68945312,83.2538804712
