"Run 1: Time (s)","Run 1: Conductivity (µS/cm)","Run 1: Temperature (°C)"
94,2592.99316406,46.9172039113
95,2581.0546875,47.0864795242
96,2567.94433594,47.2877795795
97,2556.07910156,47.4580948947
98,2542.96875,47.6888787246
99,2531.03027344,47.9187887261
100,2516.74804688,48.2083318518
101,2504.80957031,48.4993158409
102,2489.35546875,48.7629964964
103,2476.24511719,49.0568006833
104,2460.79101562,49.3812037822
105,2445.26367188,49.5887846675
106,2432.15332031,49.886935354
107,2417.87109375,50.1553592676
108,2406.00585938,50.5177851484
109,2395.23925781,50.8210403849
110,2383.37402344,51.1860881045
111,2371.43554688,51.5252870079
112,2360.7421875,51.8952276809
113,2349.97558594,52.2697214808
114,2339.28222656,52.5504506088
115,2328.515625,52.8656901523
116,2318.99414062,53.182891056
117,2307.12890625,53.4392684532
118,2299.95117188,53.7265520664
119,2290.4296875,53.9857351789
120,2280.90820312,54.2442858325
121,2273.73046875,54.5382905936
122,2266.62597656,54.7997738293
123,2257.10449219,55.0302362783
124,2247.58300781,55.3943335037
125,2236.81640625,55.6954181357
126,2223.70605469,56.031511334
127,2210.59570312,56.3700065359
128,2198.73046875,56.5746968702
129,2191.55273438,56.9171472726
130,2180.859375,57.1920855821
131,2173.68164062,57.4345374627
132,2165.33203125,57.7125855709
133,2157.05566406,58.02904219
134,2148.70605469,58.3477149155
135,2140.35644531,58.5964030733
136,2133.17871094,58.8816815503
137,2127.24609375,59.171004139
138,2118.89648438,59.3508419768
139,2109.375,59.4956845551
140,2102.27050781,59.7149619354
141,2091.50390625,59.9714180735
142,2085.57128906,60.1930826129
143,2078.39355469,60.3771457952
144,2068.87207031,60.5254140472
145,2059.35058594,60.7866798748
146,2051.00097656,61.0125417553
147,2043.89648438,61.316315882
148,2035.546875,61.5824263701
149,2024.78027344,61.850200995
150,2015.25878906,62.2360181209
151,2006.90917969,62.4672910075
152,1998.6328125,62.663792149
153,1989.11132812,62.8998437639
154,1980.76171875,63.1761149774
155,1971.24023438,63.4150785712
156,1961.71875,63.6947917198
157,1955.71289062,63.9764019816
158,1947.36328125,64.2599427058
159,1939.08691406,64.5454480447
160,1931.90917969,64.8329529806
161,1924.73144531,65.1224933528
162,1917.62695312,65.4141058862
163,1911.62109375,65.7492234355
164,1906.86035156,66.1733739928
165,1899.75585938,66.5175263071
166,1892.578125,66.9046021724
167,1885.47363281,67.123658773
168,1877.12402344,67.4302196523
169,1873.53515625,67.7391694576
170,1866.35742188,68.0067023112
171,1859.25292969,68.2733063595
172,1852.07519531,68.544508879
173,1844.97070312,68.7728849129
174,1842.55371094,68.999793704
175,1838.96484375,69.2308568221
176,1835.44921875,69.4149966231
177,1833.03222656,69.6000138159
178,1829.44335938,69.8318168287
179,1824.68261719,70.0217259522
180,1822.33886719,70.2096752988
181,1818.75,70.3985458903
182,1813.98925781,70.6381442367
183,1809.22851562,70.9737501076
184,1803.29589844,71.261645567
185,1799.70703125,71.5547314443
186,1791.35742188,71.8985323126
187,1785.42480469,72.1965901174
188,1777.07519531,72.4970132616
189,1772.31445312,72.6975996659
190,1767.55371094,72.899259013
191,1762.79296875,73.102004624
192,1756.78710938,73.3058500558
193,1752.02636719,73.5645992367
194,1746.09375,73.8219606082
195,1741.33300781,74.187203072
196,1737.74414062,74.4003064011
197,1732.98339844,74.611380639
198,1728.22265625,74.7712946155
199,1723.46191406,74.9844945882
200,1717.52929688,75.1989284769
201,1711.5234375,75.4712305153
202,1705.59082031,75.6885153977
203,1702.00195312,75.9070883744
204,1698.41308594,76.1269667371
205,1694.89746094,76.348168111
206,1691.30859375,76.5707104636
207,1687.71972656,76.7980674687
208,1682.95898438,76.8533975648
209,1680.61523438,77.134797933
210,1677.02636719,77.4781817837
211,1673.4375,77.7680094868
212,1669.84863281,78.1138621962
213,1666.25976562,78.4666578293
214,1662.74414062,78.8814216651
215,1657.98339844,79.2418156506
216,1651.97753906,79.4233709691
217,1647.21679688,79.5424330953
218,1640.11230469,79.7892486899
219,1636.5234375,80.0339906745
220,1629.34570312,80.1550939389
221,1624.58496094,80.4061668364
222,1619.82421875,80.6551652251
223,1613.89160156,80.9678975335
224,1609.13085938,81.1584168195
225,1604.37011719,81.4127240631
226,1600.78125,81.7995996219
227,1596.02050781,82.0585367596
228,1593.60351562,82.3879064852
229,1587.67089844,82.5861915269
230,1582.91015625,82.8509429696
231,1579.32128906,83.1176852202
232,1574.56054688,83.3864506821
233,1572.21679688,83.6572725268
234,1569.79980469,83.8628105152
235,1566.2109375,84.2094701637
236,1562.6953125,84.6971426162
237,1559.10644531,85.1218354315
238,1553.10058594,85.5473065002
239,1549.58496094,85.9110479196
240,1547.16796875,85.982463673
241,1544.82421875,86.2740955296
242,1543.57910156,86.4955570805
243,1540.06347656,86.5681754843
244,1538.81835938,86.7915113932
245,1536.47460938,87.0162825393
246,1531.71386719,87.2425084774
247,1529.296875,87.395694518
248,1524.53613281,87.699404904
249,1520.94726562,87.8499006583
250,1517.43164062,88.1623650778
251,1515.01464844,88.3148775585
252,1510.25390625,88.6267403579
253,1505.49316406,88.8636984397
254,1504.32128906,89.1022821881
255,1500.73242188,89.5052458279
256,1498.31542969,89.748292236
257,1493.5546875,89.9880404868
258,1487.62207031,90.0733502626
259,1484.03320312,90.3204241302
260,1481.68945312,90.4827344268
261,1478.10058594,90.8147871707
262,1475.68359375,90.9845944233
263,1472.16796875,91.2382795999
264,1467.33398438,91.4938389863
265,1463.81835938,91.6617603106
266,1461.40136719,92.0053831635
267,1459.05761719,92.2667005635
268,1456.640625,92.6218349253
269,1453.05175781,92.9751978261
270,1450.70800781,93.4206714832
271,1449.53613281,93.6929777372
272,1445.94726562,93.8775882236
273,1443.53027344,94.1535457171
274,1442.35839844,94.3349643205
275,1437.59765625,94.5230593302
276,1437.59765625,94.7064418077
277,1434.00878906,94.8965845487
278,1432.83691406,95.1808715573
279,1431.66503906,95.2742114101
280,1430.41992188,95.5616517479
281,1429.24804688,95.7565978142
282,1429.24804688,96.0421452207
283,1428.07617188,96.4386902085
284,1428.07617188,96.7360859318
285,1423.31542969,96.9317037851
286,1422.14355469,97.134609478
287,1420.8984375,97.332519171
288,1419.7265625,97.5378165043
289,1418.5546875,97.6377986709
290,1418.5546875,97.8449370644
291,1418.5546875,97.8449370644
292,1417.30957031,97.945819988
293,1416.13769531,98.0470006063
294,1416.13769531,98.0470006063
295,1416.13769531,98.1548331934
296,1416.13769531,98.0470006063
297,1417.30957031,98.0470006063
298,1416.13769531,98.1548331934
299,1416.13769531,98.0470006063
300,1417.30957031,98.0470006063
301,1416.13769531,98.0470006063
302,1417.30957031,98.0470006063
303,1416.13769531,98.0470006063
304,1416.13769531,98.1548331934
305,1416.13769531,98.1548331934
306,1414.96582031,98.0470006063
307,1414.96582031,98.0470006063
308,1416.13769531,98.0470006063
309,1416.13769531,98.0470006063
310,1414.96582031,98.0470006063
311,1414.96582031,98.0470006063
312,1414.96582031,98.0470006063
313,1416.13769531,98.0470006063
314,1414.96582031,98.1548331934
315,1414.96582031,98.1548331934
316,1414.96582031,98.1548331934
317,1414.96582031,98.0470006063
318,1414.96582031,98.0470006063
319,1414.96582031,98.0470006063
320,1414.96582031,98.0470006063
321,1414.96582031,98.0470006063
322,1414.96582031,98.0470006063
323,1414.96582031,98.0470006063
324,1414.96582031,98.0470006063
325,1414.96582031,98.0470006063
326,1414.96582031,98.0470006063
327,1416.13769531,97.945819988
328,1413.79394531,97.945819988
329,1414.96582031,97.945819988
330,1413.79394531,97.945819988
331,1414.96582031,97.8449370644
332,1414.96582031,97.7380731658
333,1414.96582031,97.7380731658
334,1414.96582031,97.6377986709
335,1414.96582031,97.6377986709
336,1414.96582031,97.6377986709
337,1416.13769531,97.5378165043
338,1416.13769531,97.4381249442
339,1414.96582031,97.4381249442
340,1416.13769531,97.332519171
341,1414.96582031,97.2334216121
342,1416.13769531,97.2334216121
343,1418.5546875,97.134609478
344,1417.30957031,96.9317037851
345,1419.7265625,96.9317037851
346,1419.7265625,96.8337554803
347,1419.7265625,96.7360859318
348,1419.7265625,96.6326156741
349,1419.7265625,96.6326156741
350,1419.7265625,96.4386902085
351,1422.14355469,96.4386902085
352,1420.8984375,96.4386902085
353,1423.31542969,96.4386902085
354,1422.14355469,96.3361111415
355,1423.31542969,96.2398452923
356,1424.48730469,96.1438485675
357,1423.31542969,96.1438485675
358,1423.31542969,96.0421452207
359,1424.48730469,96.0421452207
360,1425.65917969,96.0421452207
361,1424.48730469,95.9466987585
362,1425.65917969,95.9466987585
363,1426.90429688,95.8515167857
364,1426.90429688,95.7565978142
365,1425.65917969,95.6560329275
366,1425.65917969,95.5616517479
367,1426.90429688,95.5616517479
368,1428.07617188,95.5616517479
369,1429.24804688,95.6560329275
370,1429.24804688,95.5616517479
371,1430.41992188,95.5616517479
372,1429.24804688,95.5616517479
373,1430.41992188,95.467529087
374,1431.66503906,95.2742114101
375,1431.66503906,95.2742114101
376,1432.83691406,95.1808715573
377,1432.83691406,95.0877844469
378,1432.83691406,95.0877844469
379,1432.83691406,94.8965845487
380,1434.00878906,94.8965845487
381,1432.83691406,94.8965845487
382,1435.18066406,94.8042628441
383,1435.18066406,94.8042628441
384,1435.18066406,94.6146283775
385,1437.59765625,94.5230593302
386,1437.59765625,94.6146283775
387,1437.59765625,94.5230593302
388,1437.59765625,94.5230593302
389,1437.59765625,94.5230593302
390,1438.76953125,94.4260335053
391,1438.76953125,94.4260335053
392,1438.76953125,94.3349643205
393,1438.76953125,94.2441354893
394,1441.18652344,94.1535457171
395,1441.18652344,94.0575545851
396,1441.18652344,93.9674538261
397,1441.18652344,93.8775882236
398,1441.18652344,93.7823622798
399,1441.18652344,93.6929777372
400,1443.53027344,93.6929777372
401,1443.53027344,93.6929777372
402,1443.53027344,93.5149014653
403,1447.11914062,93.4206714832
404,1447.11914062,93.3322192053
405,1445.94726562,93.3322192053
406,1447.11914062,93.243993356
407,1448.29101562,93.0627375833
408,1448.29101562,92.8824296838
409,1449.53613281,92.6218349253
410,1450.70800781,92.530010936
411,1451.87988281,92.3578257753
412,1450.70800781,92.3578257753
413,1451.87988281,92.2667005635
414,1451.87988281,92.2667005635
415,1453.05175781,92.2667005635
416,1453.05175781,92.1811548114
417,1451.87988281,92.0958204666
418,1453.05175781,92.0053831635
419,1453.05175781,91.9204814623
420,1451.87988281,91.9204814623
421,1454.296875,91.9204814623
422,1454.296875,91.8357879033
423,1456.640625,91.6617603106
424,1457.8125,91.6617603106
425,1459.05761719,91.5776976868
426,1460.22949219,91.5776976868
427,1460.22949219,91.5776976868
428,1459.05761719,91.4938389863
429,1460.22949219,91.4938389863
430,1461.40136719,91.4049614161
431,1461.40136719,91.3215200957
432,1463.81835938,91.2382795999
433,1462.57324219,91.1552389314
434,1463.81835938,91.0672260657
435,1463.81835938,90.9845944233
436,1464.99023438,90.8147871707
437,1466.16210938,90.650917174
438,1464.99023438,90.5641756045
439,1464.99023438,90.4014842444
440,1466.16210938,90.3204241302
441,1468.57910156,90.234504988
442,1469.75097656,90.234504988
443,1468.57910156,90.234504988
444,1469.75097656,90.1538339903
445,1470.92285156,89.9880404868
446,1472.16796875,89.9079401659
447,1472.16796875,89.9079401659
448,1473.33984375,89.748292236
449,1472.16796875,89.584420962
450,1474.51171875,89.4213195975
451,1474.51171875,89.3425150489
452,1475.68359375,89.2638888808
453,1474.51171875,89.2638888808
454,1475.68359375,89.2638888808
455,1475.68359375,89.1805430907
456,1475.68359375,89.1022821881
457,1476.92871094,89.0241971137
458,1478.10058594,89.0241971137
459,1478.10058594,88.9462870454
460,1480.44433594,88.8636984397
461,1481.68945312,88.7861467495
462,1481.68945312,88.7087675826
463,1482.86132812,88.7087675826
464,1481.68945312,88.7087675826
465,1482.86132812,88.7087675826
466,1482.86132812,88.6267403579
467,1482.86132812,88.6267403579
468,1482.86132812,88.6267403579
469,1485.20507812,88.5497145011
470,1485.20507812,88.3961722783
471,1485.20507812,88.3148775585
472,1486.45019531,88.2385378474
473,1491.2109375,88.2385378474
474,1492.3828125,88.0816135757
475,1492.3828125,88.0057827207
476,1494.79980469,87.8499006583
477,1494.79980469,87.774571606
478,1494.79980469,87.6243998199
479,1494.79980469,87.54488319
480,1494.79980469,87.395694518
481,1495.97167969,87.3166965837
482,1498.31542969,87.2425084774
483,1498.31542969,87.0899913113
484,1499.56054688,87.0162825393
485,1498.31542969,86.9427288774
486,1500.73242188,86.8693296404
487,1499.56054688,86.7915113932
488,1501.90429688,86.7184285117
489,1504.32128906,86.6454979834
490,1504.32128906,86.6454979834
491,1505.49316406,86.5681754843
492,1505.49316406,86.5681754843
493,1506.66503906,86.4955570805
494,1507.83691406,86.4230889984
495,1509.08203125,86.3507705831
496,1507.83691406,86.2740955296
497,1507.83691406,86.2020837517
498,1507.83691406,86.1302196607
499,1509.08203125,86.1302196607
500,1510.25390625,86.0540251711
501,1511.42578125,86.0540251711
502,1511.42578125,86.0540251711
503,1511.42578125,86.0540251711
504,1513.84277344,86.1302196607
505,1515.01464844,86.1302196607
506,1516.18652344,86.2020837517
507,1517.43164062,86.1302196607
508,1517.43164062,86.0540251711
509,1518.60351562,86.0540251711
510,1518.60351562,86.0540251711
511,1519.77539062,85.982463673
512,1520.94726562,85.982463673
513,1519.77539062,85.8353276743
514,1522.19238281,85.6224071937
515,1522.19238281,85.4767699141
516,1523.36425781,85.3317340008
517,1524.53613281,85.2616284632
518,1524.53613281,85.1218354315
519,1523.36425781,85.0477958044
520,1524.53613281,84.9782535213
521,1524.53613281,84.9088484155
522,1525.70800781,84.8352551547
523,1525.70800781,84.7661311696
524,1524.53613281,84.6971426162
525,1526.953125,84.5552790411
526,1526.953125,84.4867017589
527,1529.296875,84.3456810624
528,1529.296875,84.3456810624
529,1530.46875,84.2775098667
530,1531.71386719,84.2775098667
531,1531.71386719,84.2775098667
532,1532.88574219,84.2775098667
533,1532.88574219,84.2775098667
534,1534.05761719,84.2094701637
535,1536.47460938,84.1373214528
536,1536.47460938,84.1373214528
537,1537.64648438,84.1373214528
538,1536.47460938,84.1373214528
539,1538.81835938,84.0019109038
540,1538.81835938,83.9343998752
541,1540.06347656,83.8628105152
542,1541.23535156,83.7284463029
543,1542.40722656,83.6572725268
544,1543.57910156,83.5904160661
545,1543.57910156,83.452922432
546,1544.82421875,83.452922432
547,1547.16796875,83.3864506821
548,1548.33984375,83.3201035282
549,1548.33984375,83.1836538914
550,1548.33984375,83.1836538914
551,1548.33984375,83.1176852202
552,1548.33984375,83.0518391352
553,1548.33984375,83.0518391352
554,1549.58496094,82.9164166552
555,1550.75683594,82.9164166552
556,1551.92871094,82.9164166552
557,1553.10058594,82.8509429696
558,1553.10058594,82.8509429696
559,1555.51757812,82.7162839121
560,1554.34570312,82.7162839121
561,1555.51757812,82.6511781331
562,1555.51757812,82.5861915269
563,1556.68945312,82.5172733124
564,1556.68945312,82.3879064852
565,1557.86132812,82.3879064852
566,1560.27832031,82.3193714139
567,1560.27832031,82.2549882791
568,1561.45019531,82.126570599
569,1562.6953125,82.0585367596
570,1563.8671875,81.9308247338
571,1563.8671875,81.7995996219
572,1563.8671875,81.7995996219
573,1565.0390625,81.6688559718
574,1565.0390625,81.6056372847
575,1565.0390625,81.6056372847
576,1566.2109375,81.5425304551
577,1566.2109375,81.4795350557
578,1567.45605469,81.4127240631
579,1570.97167969,81.3499571495
580,1570.97167969,81.2873003725
581,1570.97167969,81.1584168195
582,1570.97167969,81.1584168195
583,1570.97167969,81.1584168195
584,1573.38867188,81.0960947468
585,1574.56054688,81.0960947468
586,1575.73242188,81.0338811277
587,1576.97753906,81.0338811277
588,1578.14941406,81.0338811277
589,1578.14941406,80.9678975335
590,1580.49316406,80.9678975335
591,1580.49316406,80.9059063122
592,1581.73828125,80.9059063122
593,1582.91015625,80.8440223003
594,1584.08203125,80.8440223003
595,1584.08203125,80.7783875579
596,1585.32714844,80.6551652251
597,1585.32714844,80.6551652251
598,1585.32714844,80.5898753523
599,1585.32714844,80.4672984857
600,1587.67089844,80.3413284103
